Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1628810283	2021-08-13 00:04:44	10.5102777778	3.18131361724e-09	1.30433515625e-10	1.24940692083	0.00739063366355	41.0	48.0	40.0	43.0	48.0	23.1	3.5	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.9274902344	62.8130710994	299.93591113	29.5690664388	3233.0	2692.0	749.765625	0.1135234375	3.169453125	39.2581262771	39.2613821212	26.83984375	26.9264596005	27.1900907023	37.95703125	33.2834864345	
1628811183	2021-08-13 00:19:44	10.5206944444	3.20374527283e-09	1.29292901332e-10	1.24065726225	0.00744275565021	41.0	48.0	40.0	43.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0373535156	65.7144426657	299.93591113	29.6831446272	3232.0	2692.0	748.73046875	0.11372265625	3.1695703125	39.2581262771	39.2613821212	26.818359375	26.8846902527	27.142191767	37.9044921875	33.2987456893	
1628812083	2021-08-13 00:34:45	10.5311111111	3.20374527283e-09	1.29292901332e-10	1.24065726225	0.00912523869282	41.0	48.0	40.0	43.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2131347656	64.9576633622	299.862666707	29.7972228156	3232.0	2692.0	749.78515625	0.11354296875	3.1692578125	39.2581262771	39.2613821212	26.822265625	26.8451394715	27.1000610386	37.8533203125	33.3780938139	
1628812983	2021-08-13 00:49:45	10.5415393519	3.20374527283e-09	1.30433515625e-10	1.24940692083	0.00899787722162	42.0	48.0	40.0	44.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2570800781	65.3784034953	300.009155553	29.9341166417	3232.0	2692.0	748.73046875	0.11390234375	3.1694921875	39.2581262771	39.2613821212	26.8671875	26.8451394715	27.0678191382	37.7966796875	33.4635456404	
1628813883	2021-08-13 01:04:45	10.5519560185	3.20374527283e-09	1.31584192349e-10	1.24940692083	0.00906133419403	42.0	49.0	40.0	44.0	48.0	23.1	3.5	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3120117188	65.3314151872	300.082399976	29.5918820765	3233.0	2692.0	749.82421875	0.11407421875	3.1693359375	39.2581262771	39.2613821212	26.916015625	26.8451394715	27.0462551408	37.7947265625	33.5062715537	
1628814783	2021-08-13 01:19:44	10.5623611111	3.20374527283e-09	1.30433515625e-10	1.24065726225	0.00804093772874	42.0	49.0	40.0	44.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3120117188	65.0034578259	300.009155553	29.5234351634	3233.0	2692.0	749.86328125	0.11391796875	3.16921875	39.2581262771	39.2613821212	26.9482421875	26.8744855023	27.034202929	37.7607421875	33.5612048708	
1628815683	2021-08-13 01:34:44	10.5727777778	3.18131361724e-09	1.31584192349e-10	1.24065726225	0.00881016023171	42.0	49.0	40.0	44.0	48.0	23.1	3.56	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3229980469	64.5655816662	300.009155553	29.7059602649	3233.0	2692.0	749.66796875	0.11408984375	3.1692578125	39.2581262771	39.2613821212	27.0078125	26.9153012269	27.029966096	37.767578125	33.5703604236	
1628816583	2021-08-13 01:49:44	10.5831944444	3.20374527283e-09	1.29292901332e-10	1.23196887796	0.00703585821562	42.0	49.0	40.0	44.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2900390625	65.2658237149	300.082399976	29.8884853664	3232.0	2692.0	749.8046875	0.1139140625	3.169140625	39.2581262771	39.2613821212	27.04296875	26.9563758389	27.0290446967	37.7564453125	33.5917233802	
1628817483	2021-08-13 02:04:44	10.5936111111	3.20374527283e-09	1.29292901332e-10	1.24940692083	0.00787318475886	42.0	49.0	40.0	44.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2790527344	65.1829094484	300.009155553	29.842854091	3231.0	2692.0	749.765625	0.1141796875	3.169296875	39.2581262771	39.2613821212	27.0400390625	26.995680841	27.0309396836	37.794921875	33.5825678274	
1628818383	2021-08-13 02:19:45	10.6040277778	3.18131361724e-09	1.30433515625e-10	1.24065726225	0.00708547817038	42.0	49.0	40.0	44.0	48.0	23.1	3.53	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.1911621094	65.3626040765	300.009155553	29.8656697287	3232.0	2692.0	749.8046875	0.114	3.1693359375	39.2581262771	39.2613821212	27.052734375	27.0321151426	27.0337286218	37.788671875	33.5673085726	
