Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1629501483	2021-08-21 00:04:56	18.5096527778	3.27199371108e-09	1.11359650158e-10	1.40795688711	0.00594383894402	41.0	48.0	39.0	45.0	48.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8283691406	62.4371648865	319.931638539	25.0287545396	0.0	199.0	-0.5859375	0.01297265625	3.0359765625	39.2581262771	39.2613821212	27.0244140625	27.0498800598	27.1810614018	37.7744140625	32.6822717978	
1629502383	2021-08-21 00:19:56	18.5200694444	3.20374527283e-09	1.11359650158e-10	1.39809689526	0.00602797168487	41.0	48.0	39.0	45.0	48.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8503417969	62.7191842835	320.004882962	25.0287545396	0.0	168.0	-0.625	0.01255078125	3.0361328125	39.2581262771	39.2613821212	27.029296875	27.0498800598	27.1612352878	37.7666015625	32.7005829035	
1629503283	2021-08-21 00:34:57	18.5304861111	3.22633509552e-09	1.12342058374e-10	1.40795688711	0.00611329529212	41.0	48.0	39.0	45.0	49.0	23.1	3.96	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8393554688	63.0570112001	319.931638539	25.0059389019	0.0	186.0	-0.44921875	0.01278125	3.03578125	39.2581262771	39.2613821212	27.044921875	27.0498800598	27.1452886865	37.7328125	32.7158421583	
1629504183	2021-08-21 00:49:56	18.5408912037	3.20374527283e-09	1.10385832899e-10	1.40795688711	0.00665120597219	41.0	48.0	39.0	45.0	48.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7514648438	63.6025063948	320.078127384	25.0059389019	0.0	205.0	17.4609375	0.012515625	3.03625	39.2581262771	39.2613821212	27.048828125	27.0498800598	27.1323925483	37.766015625	32.7127903073	
1629505083	2021-08-21 01:04:56	18.5513194444	3.20374527283e-09	1.11359650158e-10	1.41788641595	0.00573860862725	41.0	48.0	39.0	45.0	49.0	23.1	3.9	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.9052734375	62.9191428416	320.078127384	25.0287545396	0.0	175.0	-0.5859375	0.0129609375	3.03	39.2581262771	39.2613821212	27.03125	27.0498800598	27.1207486185	37.771484375	32.7036347545	
1629505983	2021-08-21 01:19:56	18.5617361111	3.20374527283e-09	1.11359650158e-10	1.39809689526	0.00615640892894	41.0	48.0	39.0	45.0	49.0	23.1	3.9	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8063964844	63.1104056404	320.078127384	25.0287545396	0.0	198.0	-0.5078125	0.012953125	3.0358984375	39.2581262771	39.2613821212	27.052734375	27.0498800598	27.1115158645	37.7439453125	32.7249977111	
1629506883	2021-08-21 01:34:56	18.5721412037	3.20374527283e-09	1.12342058374e-10	1.41788641595	0.00586088044859	41.0	48.0	39.0	45.0	49.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7514648438	62.4718170862	320.151371807	25.0059389019	0.0	174.0	3.37890625	0.01291796875	3.0359765625	39.2581262771	39.2613821212	27.048828125	27.0498800598	27.1036449688	37.7740234375	32.7127903073	
1629507783	2021-08-21 01:49:56	18.5825578704	3.20374527283e-09	1.09420531473e-10	1.39809689526	0.00569842086665	41.0	48.0	39.0	45.0	49.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8173828125	62.4464704534	320.151371807	24.9831232643	0.0	208.0	-0.64453125	0.01284765625	3.03625	39.2581262771	39.2613821212	27.0517578125	27.0498800598	27.0967312116	37.7669921875	32.7097384564	
1629508683	2021-08-21 02:04:57	18.5929861111	3.18131361724e-09	1.12342058374e-10	1.40795688711	0.00607048358223	41.0	48.0	39.0	45.0	49.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8283691406	63.4422041145	320.078127384	25.0059389019	0.0	170.0	-0.60546875	0.01291015625	3.0361328125	39.2581262771	39.2613821212	27.03515625	27.0498800598	27.0902601118	37.7564453125	32.7005829035	
1629509583	2021-08-21 02:19:56	18.6033912037	3.20374527283e-09	1.10385832899e-10	1.39809689526	0.00611329529212	41.0	48.0	39.0	45.0	48.0	23.1	3.93	35.0	30.0	35.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7404785156	62.2932165203	320.151371807	24.9603076266	0.0	172.0	0.0	0.0125	3.0360546875	39.2581262771	39.2613821212	27.03125	27.0498800598	27.0835883274	37.791796875	32.6914273507	
