Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1628291883	2021-08-07 00:04:53	4.51076388889	3.20374527283e-09	1.78941834179e-10	1.44809714572	0.00248661450305	41.0	49.0	40.0	44.0	48.0	23.1	4.28	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5319824219	53.7522700714	299.789422285	24.2530228584	0.0	184.0	0.09765625	0.013046875	3.038671875	39.2581262771	39.2613821212	26.3408203125	26.3579691432	26.3475000992	38.21484375	32.1573534349	
1628292783	2021-08-07 00:19:53	4.52116898148	3.20374527283e-09	1.75825898976e-10	1.43795604965	0.00240075607267	41.0	49.0	39.0	44.0	48.0	23.04	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5649414062	53.4510433448	300.009155553	24.275838496	0.0	168.0	0.546875	0.01261328125	3.038671875	39.2581262771	39.2613821212	26.3369140625	26.3579691432	26.3472446208	38.21015625	32.148197882	
1628293683	2021-08-07 00:34:53	4.53159722222	3.18131361724e-09	1.78941834179e-10	1.44809714572	0.00266765286218	41.0	49.0	39.0	44.0	48.0	23.1	4.25	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5759277344	54.6064768377	300.082399976	24.2986541337	0.0	198.0	11.7578125	0.01294140625	3.0382421875	39.2581262771	39.2613821212	26.330078125	26.3579691432	26.3456478801	38.2123046875	32.1573534349	
1628294583	2021-08-07 00:49:53	4.54201388889	3.18131361724e-09	1.77377024609e-10	1.44809714572	0.00245190868416	41.0	49.0	39.0	44.0	48.0	23.1	4.25	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5319824219	53.6862464684	299.93591113	24.2530228584	0.0	208.0	0.21484375	0.01251953125	3.0387890625	39.2581262771	39.2613821212	26.3388671875	26.3579691432	26.3431349162	38.1986328125	32.1695608386	
1628295483	2021-08-07 01:04:54	4.55241898148	3.22633509552e-09	1.77377024609e-10	1.43795604965	0.00208596170458	41.0	49.0	39.0	44.0	48.0	23.1	4.25	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.4880371094	52.625483454	299.93591113	24.2302072207	0.0	201.0	0.3125	0.0129921875	3.03890625	39.2581262771	39.2613821212	26.337890625	26.3353640153	26.341170179	38.2375	32.1329386273	
1628296383	2021-08-07 01:19:54	4.56284722222	3.20374527283e-09	1.74288337618e-10	1.42788597217	0.00199983341008	41.0	49.0	39.0	44.0	48.0	23.04	4.25	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.4331054688	52.2828733973	300.009155553	24.1617603076	0.0	189.0	6.328125	0.0130390625	3.039140625	39.2581262771	39.2613821212	26.310546875	26.3353640153	26.3373976796	38.2583984375	32.0749534593	
1628297283	2021-08-07 01:34:53	4.57325231481	3.18131361724e-09	1.75825898976e-10	1.43795604965	0.00190383463296	41.0	49.0	39.0	44.0	48.0	23.1	4.28	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.4001464844	51.2408962932	299.93591113	24.1161290323	0.0	187.0	0.15625	0.01253515625	3.039375	39.2581262771	39.2613821212	26.2705078125	26.3353640153	26.3296790356	38.2826171875	32.0383312479	
1628298183	2021-08-07 01:49:53	4.58366898148	3.20374527283e-09	1.74288337618e-10	1.44809714572	0.00171335731918	41.0	49.0	39.0	44.0	48.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2902832031	51.2105203571	299.93591113	24.0248664815	0.0	186.0	0.2734375	0.01299609375	3.0270703125	39.2581262771	39.2613821212	26.2080078125	26.3056476772	26.3180332579	38.318359375	31.9772942289	
1628299083	2021-08-07 02:04:53	4.59408564815	3.15903902133e-09	1.80520448407e-10	1.42788597217	0.00163111036471	41.0	49.0	39.0	44.0	48.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.279296875	50.2919085771	300.082399976	23.9792352062	0.0	181.0	1.07421875	0.01300390625	3.03984375	39.2581262771	39.2613821212	26.1669921875	26.2684268823	26.3018864007	38.3681640625	31.9040498062	
1628299983	2021-08-07 02:19:53	4.60450231481	3.20374527283e-09	1.72764221919e-10	1.43795604965	0.00152041622299	41.0	49.0	39.0	44.0	48.0	23.04	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.1474609375	49.4015375298	299.93591113	23.9564195685	0.0	197.0	0.15625	0.013015625	3.0401953125	39.2581262771	39.2613821212	26.1083984375	26.2287843435	26.2805109026	38.3837890625	31.855220191	
1628300883	2021-08-07 02:34:54	4.61490740741	3.20374527283e-09	1.72764221919e-10	1.44809714572	0.00166586423068	41.0	49.0	39.0	44.0	48.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.1694335938	49.6800179712	300.228888821	23.8879726554	0.0	195.0	0.0	0.01261328125	3.0402734375	39.2581262771	39.2613821212	26.0556640625	26.147018535	26.2552347019	38.4001953125	31.797235023	
1628301783	2021-08-07 02:49:54	4.62533564815	3.18131361724e-09	1.69755858204e-10	1.42788597217	0.00144743109464	41.0	49.0	38.0	44.0	48.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.103515625	49.63878651	300.009155553	23.84234138	0.0	165.0	0.0390625	0.01298046875	3.0401953125	39.2581262771	39.2613821212	26.01953125	26.1052131397	26.2269756452	38.43203125	31.7514572588	
1628302683	2021-08-07 03:04:53	4.63575231481	3.18131361724e-09	1.69755858204e-10	1.44809714572	0.00122277866402	41.0	49.0	38.0	44.0	48.0	23.1	4.25	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0266113281	47.2192960554	299.93591113	23.773894467	0.0	184.0	0.95703125	0.01260546875	3.04046875	39.2581262771	39.2613821212	25.9521484375	26.0640139996	26.1962583416	38.459765625	31.6873683889	
1628303583	2021-08-07 03:19:53	4.64616898148	3.18131361724e-09	1.69755858204e-10	1.42788597217	0.00099732654859	41.0	48.0	38.0	44.0	47.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.927734375	46.1734068104	300.082399976	23.7054475539	0.0	185.0	0.13671875	0.012609375	3.0412890625	39.2581262771	39.2613821212	25.90625	26.022549418	26.1622715889	38.5013671875	31.6049684133	
1628304483	2021-08-07 03:34:53	4.65658564815	3.18131361724e-09	1.68271378106e-10	1.44809714572	0.000942802440431	41.0	48.0	38.0	44.0	47.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.8618164062	45.1026511834	300.082399976	23.6141850032	0.0	201.0	0.15625	0.012890625	3.04140625	39.2581262771	39.2613821212	25.8134765625	25.9387518352	26.1240253007	38.5412109375	31.5195165868	
1628305383	2021-08-07 03:49:53	4.66699074074	3.20374527283e-09	1.6679987948e-10	1.43795604965	0.000976519959097	40.0	48.0	38.0	43.0	47.0	23.04	4.18	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6750488281	45.3277317776	299.93591113	23.5229224525	0.0	164.0	0.41015625	0.013015625	3.041640625	39.2581262771	39.2613821212	25.740234375	25.895357068	26.080670699	38.6001953125	31.4249092074	
1628306283	2021-08-07 04:04:53	4.67741898148	3.15903902133e-09	1.63895373562e-10	1.42788597217	0.00092313335273	40.0	48.0	38.0	43.0	47.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6860351562	44.8683000285	300.082399976	23.4544755394	0.0	163.0	16.34765625	0.01291015625	3.042109375	39.2581262771	39.2613821212	25.6650390625	25.8070240405	26.0322963086	38.62421875	31.3455610828	
1628307183	2021-08-07 04:19:54	4.68783564815	3.18131361724e-09	1.62462142198e-10	1.42788597217	0.000910249128451	40.0	48.0	38.0	43.0	47.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5871582031	44.5971343711	300.082399976	23.3632129887	0.0	185.0	0.1953125	0.01296484375	3.0369140625	39.2581262771	39.2613821212	25.572265625	25.7622037542	25.9798370579	38.66171875	31.2509537034	
1628308083	2021-08-07 04:34:53	4.69824074074	3.18131361724e-09	1.63895373562e-10	1.42788597217	0.00092313335273	40.0	48.0	38.0	43.0	47.0	23.04	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4772949219	44.6768982899	299.93591113	23.2947660756	0.0	170.0	0.09765625	0.0127890625	3.0425390625	39.2581262771	39.2613821212	25.5126953125	25.6716685455	25.9245230937	38.6875	31.1746574297	
1628308983	2021-08-07 04:49:53	4.70865740741	3.18131361724e-09	1.63895373562e-10	1.44809714572	0.00096968134143	40.0	48.0	38.0	43.0	47.0	23.1	4.18	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5212402344	44.2347699815	300.082399976	23.3175817133	0.0	195.0	2.48046875	0.01299609375	3.04265625	39.2581262771	39.2613821212	25.43359375	25.5815069211	25.8667745462	38.7228515625	31.1166722617	
1628309883	2021-08-07 05:04:53	4.71907407407	3.18131361724e-09	1.61041444147e-10	1.41788641595	0.000860485566054	40.0	48.0	38.0	43.0	47.0	23.1	4.15	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5212402344	44.6018881993	300.082399976	23.2719504379	0.0	202.0	0.05859375	0.01262109375	3.04296875	39.2581262771	39.2613821212	25.3720703125	25.4918171927	25.80791866	38.7115234375	31.0739463485	
1628310783	2021-08-07 05:19:53	4.72949074074	3.15903902133e-09	1.61041444147e-10	1.42788597217	0.000785355847243	40.0	48.0	38.0	43.0	47.0	23.1	4.21	33.0	28.0	33.0	46.0	46.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4113769531	43.384477134	299.789422285	23.2263191626	0.0	186.0	0.25390625	0.01258984375	3.042890625	39.2581262771	39.2613821212	25.3232421875	25.4481668152	25.7499165534	38.75390625	31.0251167333	
